entry_time,exit_time,direction,entry_price,exit_price,sl_price,tp_price,position_size,gross_pnl,commission,net_pnl,r_multiple,exit_reason,confidence,bars_held
2025-04-27 21:30:00+00:00,2025-04-28 02:00:00+00:00,short,3330.8833809999996,3321.732855192832,3337.028020423736,3321.666421864395,90.06619736711822,824.153063361254,35.95055081619833,788.2025125450557,1.4242282141389513,tp,0.6113006355400282,1
2025-05-18 23:30:00+00:00,2025-05-18 23:45:00+00:00,short,3242.8251422,3230.379046694501,3251.1656100628707,3230.3144404056934,93.24110745376322,1160.4877284080094,36.21412364081174,1124.2736047671976,1.4456866751854853,tp,0.5279590337750469,1
2025-05-20 16:30:00+00:00,2025-05-20 18:30:00+00:00,short,3280.9543796,3287.853659868905,3287.787904110823,3270.7040928337647,93.18551646219811,-642.9129950754015,36.72706618193694,-679.6400612573384,-1.0672982499326449,sl,0.4417444729987011,8
2025-05-21 01:00:00+00:00,2025-05-21 01:00:00+00:00,short,3301.8039626,3306.779396408823,3306.7132621435803,3294.440013284629,91.9795698376405,-457.6382614911744,36.47127927586925,-494.10954076704365,-1.0942393640225045,sl,0.44913859597719,0
2025-05-23 07:15:00+00:00,2025-05-23 11:45:00+00:00,short,3330.333392,3335.6371617273585,3335.5704503183524,3322.4778045224716,90.74652413834478,-481.29866758795913,36.294819465558916,-517.5934870535181,-1.0891091169625418,sl,0.5255994560279886,18
2025-05-29 16:30:00+00:00,2025-05-29 17:15:00+00:00,short,3329.7234042,3320.2247820444218,3336.1000877487704,3320.1583788768444,90.29680925011866,857.6952729211986,36.02814617378911,821.6671267474095,1.4270153434473323,tp,0.5387008134860586,3
2025-06-18 05:00:00+00:00,2025-06-18 05:15:00+00:00,short,3398.732024,3392.6320039260736,3402.843938237986,3392.564152643021,89.18867340067332,544.0526981109654,36.34276489390679,507.70993321705856,1.3844010119818744,tp,0.5658880318436145,1
2025-06-18 13:45:00+00:00,2025-06-18 14:15:00+00:00,short,3394.7121044,3388.2810305765634,3399.044663125842,3388.2132663112375,89.742965204539,577.1436343645006,36.52355501368972,540.6200793508109,1.3904241388366987,tp,0.6218173002388752,2
2025-07-03 07:15:00+00:00,2025-07-03 07:30:00+00:00,short,3362.1127564,3356.6512520914944,3365.7985137272753,3356.5841204090866,91.0955142475926,497.51854354874956,36.722955747704965,460.7955878010446,1.3724122395586837,tp,0.43732257617625525,1
2025-07-11 01:00:00+00:00,2025-07-11 01:00:00+00:00,short,3335.233294,3330.447088152149,3338.468502971641,3330.3804805425384,92.24415509988974,441.4995145691952,36.892203301052106,404.60731126814306,1.3557903255619819,tp,0.4816876813503486,0
2025-07-11 06:45:00+00:00,2025-07-11 07:00:00+00:00,short,3342.2231542,3336.4577976808323,3346.111210427043,3336.3910698594354,92.41441548022193,532.8020527539657,37.03238378081756,495.7696689731481,1.3797731691074324,tp,0.44917739394918266,1
2025-07-14 07:45:00+00:00,2025-07-14 08:45:00+00:00,short,3372.1225562,3366.2037611076826,3376.1133014140564,3366.1364383789155,92.03607017074526,544.7426404427865,37.21014442638657,507.53249601639993,1.3818209926946534,tp,0.45571025207815835,4
2025-07-21 01:45:00+00:00,2025-07-21 02:45:00+00:00,short,3358.3028326,3354.0101916443,3361.2093124786365,3353.943112782045,92.86819004746155,398.6497960794535,37.40162169561427,361.2481743838392,1.3383551019351412,tp,0.6168624420738087,4
2025-08-06 15:15:00+00:00,2025-08-06 15:45:00+00:00,short,3379.3124124,3373.5346413361144,3383.209239338217,3373.467171992675,92.61151738134477,535.0881453084783,37.5234847374387,497.56466057103955,1.3787115327015698,tp,0.5208174619158572,2
2025-08-13 07:45:00+00:00,2025-08-13 08:15:00+00:00,short,3359.2728132,3354.232371044581,3362.6778301741156,3354.165287738827,93.60833778193299,471.82741185475487,37.70640365925151,434.12100819550335,1.3619996257343703,tp,0.6057042097148122,2
2025-09-23 02:00:00+00:00,2025-09-23 02:15:00+00:00,short,3758.5348278,3750.935434571245,3763.651101424735,3750.8604173628983,84.01101005869903,638.4327009809591,37.85269090485431,600.5800100761048,1.3972718305079979,tp,0.4704676506175326,1
2025-10-14 22:30:00+00:00,2025-10-15 01:15:00+00:00,short,4162.5867466,4171.1411802019975,4171.0577590468165,4149.880227929775,76.28911217619374,-652.6101446665896,38.14636227922057,-690.7565069458101,-1.0688754543157788,sl,0.44915273669333167,11
